name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight	AdvancedStashStackable
Large Axe	axe	axe2	517	lax	lax	0		4			0	xxx						1	6	13			1	-10	100		70		30		6	0	0	354	1271		517	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	2	2	0	btx	gax	1	0	Null		
Spear	spea		518	spr	spr	0		4			0	xxx						1	3	15			3	-10	100			40	30		5	0	0	300	1084		518	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1										255					255					255					255					255					255	5	8	0	spt	pik	1	0	Null		
Bardiche	pole		519	hal	bar	0		4			0	xxx						1	1	27			2	10	100		80		50		5	0	0	302	1085		519	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1										255					255					255					255					255					255	2	2	0	hal	wsc	1	0	Null		
Axe	axe	axe1	520	axe	axe	0		4			0	xxx			4	11							1	10	100		64		24		7	0	0	403	1470		520	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					20					255					255					255					255					255					255					255					1										255					255					255					255					255					255	2	2	0	2ax	mpi	1	0	Null		
Mace	mace		521	mac	mac	0		4			0	xxx			3	10									100		54		60		8	0	0	463	1701		521	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					20					255					20					255					255					255					255					255					1										255					255					255					255					255					255	2	2	0	mst	mau	1	0	Null		
Light Crossbow	xbow		522	lxb	lxb	0		2			0	xxx						1	6	9				-10		100	42	54	30	1	6	0	0	803	1720		522	lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					1					255					255					255					255					255					255					255					255					255										255					255					255					255					255					255	5	8	0	mxb	rxb	1	0	Null		
Saber	swor	swo1	526	scm	sbr	0		3			0	xxx			3	8								-10	100		50	50	32		8	0	0	466	1705		526	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	inv9sbu	inv9sbu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					1					255					255					20					255					255					255					255					255					1										255					255					255					255					255					255	1	2	0	flc	bsd	1	0	Null		
Dirk	knif		527	dir	dir	0		2			0	xxx			3	9									75	75		50	20		9	0	0	532	1965		527	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					255					255					20					255					255					255					255					255					1										1					255					255					255					255					255	1	2	0	kri	bld	1	0	Null		
Two-Handed Sword	swor	swo2	528	clm	2hs	0		4			0	xxx			2	9	1	1	8	17			2		100		70	54	44		10	0	0	644	2324		528	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					1					255					255					255					255					255					255					255					255					1										255					255					255					255					255					255	1	2	0	clm	gis	1	0	Null		
Trident	spea		529	tri	tri	0		4			0	xxx						1	9	15			3		100		76	48	35		9	0	0	683	2191		529	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					20					255					20					255					255					255					255					255					1										255					255					255					255					255					255	5	8	0	spt	pik	1	0	Null		
Falchion	swor	swo1	532	flc	flc	0		4			0	xxx			9	17								20	100		66		32		11	0	0	683	2586		532	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc	invflcu	invflcu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					1										255					255					255					255					255					255	1	2	0	bsd	wsd	1	0	Null		
Crystal Sword	swor	swo1	533	crs	crs	0		2			0	xxx			5	15							1		100		86		20		11	0	0	2127	5233		533	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					1					255					255					1					255										255					255					20					20					255					255	1	8	0	xxx	xxx	1	0	Null		
Hunter's Bow	bow		534	sbw	hbw	0		2			0	xxx						1	2	6				-10		100		56	32	1	5	0	0	350	1125		534	hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					1					20					255					255					255					255					255					255					255					1										255					255					255					255					255					255	5	8	0	lbw	sbb	1	0	Null		
Broad Axe 	axe	axe2	536	lax	bax	0		4			0	xxx						1	10	18			1		100		96		35		12	0	0	806	3029		536	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					20					255					20					255					255					255					255					255					1										255					255					255					255					255					255	2	2	0	gax	gix	1	0	Null		
Yew Wand	wand		537	ywn	ywn	0		1			0	xxx			2	8								10	100				15		12	0	0	745	2907	1	537	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					1					255					255					1					255					255					1					255										255					20					20					255					255					255	5	8	0	bwn	gwn	1	0	Null		
Voulge	pole		538	hal	vou	0		4			0	xxx						1	6	21			2		100		100		50		11	0	0	611	2454		538	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					255										255					255					255					255					255					255	2	2	0	hal	wsc	1	0	Null		
Double Axe	axe	axe1	542	axe	2ax	0		4			0	xxx			5	13							1	10	100		86		24		13	0	0	873	3392		542	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					30					255					20					255					255					255					255					255					255										255					255					255					255					255					255	2	2	0	mpi	wax	1	0	Null		
Morning Star	mace		543	mac	mst	0		4			0	xxx			7	16							1	10	100		72		72		13	0	0	844	3329		543	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					255										255					255					255					255					255					255	1	2	0	xxx	fla	1	0	Null		
Long Bow	bow		544	lbw	lbw	0		2			0	xxx						1	3	10						100	44	38	28	1	8	0	0	490	1737		544	lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					20					255					20					255					255					255					255					255					1										255					255					255					255					255					255	5	8	0	cbw	lbb	1	0	Null		
Grand Scepter	scep		551	mac	gsc	0		4			0	xxx			8	18							1	10	100		74		60		15	0	0	1109	4439		551	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					1					255					255					1					255										255					20					20					255					255					20	2	2	0	xxx	wsp	1	0	Null		
Broad Sword	swor	swo1	552	bsd	bsd	0		4			0	xxx			7	14									100		96		32		15	0	0	1029	4239		552	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd	invbsdu	invbsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255										1					255					255					255					255					255	1	2	0	lsd	wsd	1	0	Null		
Brandistock	spea		553	brn	brn	0		4			0	xxx						1	7	17			4	-20	100		80	100	50		16	0	0	1162	4849		553	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					255										1					255					255					255					255					255	5	8	0	xxx	pik	1	0	Null		
Gnarled Staff	staf		557	cst	cst	0		2			0	xxx						1	4	12			1	10	100				35		12	0	0	766	2949	1	557	cst	8cs	6cs	stf	stf	5	staf	1	4					flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					1					255					255					1					255										255					255					255					255					255					255	5	8	0	xxx	wst	1	0	Null		
Crossbow	xbow		558	lxb	mxb	0		2			0	xxx						1	9	16						100	80	66	40	1	15	0	0	2345	7529		558	mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					20					255					255					255					255					255					1										1					255					255					255					255					255	5	8	0	hxb	hxb	1	0	Null		
Battle Axe	axe	axe2	559	btx	btx	0		4			0	xxx						1	12	32			1	10	100		108		40		17	0	0	1262	5409		559	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255										255					255					255					255					255					255	5	2	0	gix	xxx	1	0	Null		
Claymore	swor	swo2	560	clm	clm	0		4			0	xxx			5	12	1	1	13	30			2	10	100		94		50		17	0	0	1262	5409		560	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					255					1					1					255					255					255					255					255	1	2	0	gis	bsw	1	0	Null		
Kriss	knif		561	dir	kri	0		2			0	xxx			2	11								-20	75	75		90	24		17	0	0	1227	5310		561	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255					255					255					20					20					255					255					20	1	2	0	xxx	xxx	1	0	Null		
Scythe	pole		562	scy	scy	0		4			0	xxx						1	8	20			1	-10	100		82	82	100		15	0	0	848	3787		562	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					1					255					1					1					255					255					255					255					255	2	2	0	hal	wsc	1	0	Null		
Bone Wand	wand		564	bwn	bwn	0		1			0	xxx			3	7								-20	100				15		18	0	0	1296	5805	1	564	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					1					255					255					1					255					255					255					20					20					255					255					20	1	2	0	xxx	xxx	1	0	Null		
Composite Bow	bow		565	lbw	cbw	0		2			0	xxx						1	4	8				-10		100	50	70	36	1	12	0	0	727	2871		565	cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					20					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	sbb	swb	1	0	Null		
Military Pick	axe	axe1	570	axe	mpi	0		4			0	xxx			7	11							1	-10	100		98	66	26		19	0	0	1421	6500		570	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi	invmpiu	invmpiu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255					255					255					20					255					255					255					255	2	2	0	wax	xxx	1	0	Null		
Flail	mace		571	fla	fla	0		4			0	xxx			1	24							2	-10	100		82	70	30		19	0	0	1412	6472		571	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255					255					255					20					255					255					255					255	2	2	0	xxx	gma	1	0	Null		
Battle Staff	staf		572	sst	bst	0		2			0	xxx						1	6	13			1		100				40		17	0	0	1223	5299	1	572	bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					1					255					255					1					255					255					255					255					20					255					255					20	5	8	0	xxx	xxx	1	0	Null		
Long Sword 	swor	swo1	574	lsd	lsd	0		4			0	xxx			3	19							1	-10	100		110	78	44		20	0	0	1520	7150		574	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255					255					255					20					255					255					255					255	1	2	0	wsd	wsd	1	0	Null		
Spetum	spea		575	tri	spt	0		4			0	xxx						1	15	23			4		100		108	70	50		20	0	0	1672	7657		575	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					255					255					255					255					1					1					20					255					255					255					255	5	8	0	xxx	xxx	1	0	Null		
War Scepter	scep		578	whm	wsp	0		4			0	xxx			10	17							1	-10	100		110		70		21	0	0	2323	10297		578	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					1					255					255					255					20					20					255					255					20	2	2	0	xxx	xxx	1	0	Null		
Giant Sword	swor	swo2	579	gsd	gis	0		4			0	xxx			3	16	1	1	9	28			2		100		112	68	50		21	0	0	1459	7273		579	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					20					255					255					20					255					255					255					255					255					255					255					255					255					255	1	2	0	bsw	flb	1	0	Null		
Maul	hamm		581	mau	mau	0		4			0	xxx						1	30	43			1	10	110		138		60		21	0	0	1670	8012		581	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau	invmauu	invmauu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					255					255					255	2	2	0	xxx	mau	1	0	Null		
Great Axe	axe	axe2	582	btx	gax	0		4			0	xxx						1	9	30			2	-10	100		126	78	50		23	0	0	1916	9678		582	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Blade	knif		583	dgr	bld	0		3			0	xxx			4	15								-10	75	75	70	102	24		23	0	0	1764	9096		583	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					20					255					255					20	1	2	0	xxx	xxx	1	0	Null		
Poleaxe	pole		584	hal	pax	0		4			0	xxx						1	18	39			3	10	100		124		100		21	0	0	1701	8120		584	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					255					255					255	2	2	0	xxx	xxx	1	0	Null		
Short Battle Bow	bow		585	sbb	sbb	0		2			0	xxx						1	5	11						100	60	80	40	1	18	0	0	1045	5052		585	sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					20					255					255					255					255					255					255					1					1					255					20					255					255					255	5	8	0	lbb	lwb	1	0	Null		
Bastard Sword	swor	swo2	587	clm	bsw	0		4			0	xxx			7	19	1	1	20	28			1	10	100		124		40		24	0	0	1971	10301		587	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					20					255					255	1	2	0	xxx	xxx	1	0	Null		
Flamberge	swor	swo2	588	clm	flb	0		4			0	xxx			9	15	1	1	13	26			2	-10	100		140	98	50		27	0	0	2400	13467		588	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					20					255					255	1	2	0	xxx	xxx	1	0	Null		
War Axe	axe	axe1	591	hax	wax	0		4			0	xxx			10	18							2		100		134		26		25	0	0	2123	11346		591	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					20					255					255	2	2	0	xxx	xxx	1	0	Null		
War Hammer	hamm		592	whm	whm	0		4			0	xxx			19	29								20	110		106		55		25	0	0	2081	11171		592	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					255					255					255	2	2	0	mau	gma	1	0	Null		
Pike	spea		593	pik	pik	0		4			0	xxx						1	14	63			4	20	100		120	90	50		24	0	0	2023	10509		593	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					30					255					255					255					255					255					255					255					255					20					255					20					255					255	5	8	0	xxx	xxx	1	0	Null		
Short War Bow	bow		594	sbb	swb	0		2			0	xxx						1	6	14						100	70	110	48	1	27	0	0	2500	13917		594	swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					1					1					255					20					20					255					255	5	8	0	lwb	xxx	1	0	Null		
Heavy Crossbow	xbow		595	hxb	hxb	0		2			0	xxx						1	14	26				10		100	120	80	50	1	24	0	0	4096	18801		595	hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					1					1					255					20					20					255					255	5	8	0	xxx	xxx	1	0	Null		
Grim Wand	wand		597	bwn	gwn	0		1			0	xxx			5	11									100				15		26	0	0	2098	11675	1	597	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255										255					255					1					255					255					255					20					20					255					255					20	1	2	0	xxx	xxx	1	0	Null		
Halberd	pole		598	pax	hal	0		4			0	xxx						1	12	45			4		100		150	94	55		29	0	0	2706	15913		598	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255					20					255					20					255					255	2	2	0	xxx	xxx	1	0	Null		
Long War Bow	bow		599	lbb	lwb	0		2			0	xxx						1	3	23				10		100	100	130	55	1	31	0	0	3575	21471		599	lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20					255					255	5	8	0	xxx	xxx	1	0	Null		
Repeating Crossbow	xbow		600	hxb	rxb	0		2			0	xxx						1	6	12				-40		100	80	100	40	1	33	0	0	2739	18231		600	rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	6	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					20					20					255					255	5	8	0	xxx	xxx	1	0	Null		
Giant Axe	axe	axe2	604	gix	gix	0		4			0	xxx						1	22	45			3	10	100		140		50		27	0	0	2410	13512		604	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					20					255					1					255					255					255					20					255					20					255					255	2	2	0	xxx	xxx	1	0	Null		
Great Maul	hamm		605	mau	gma	0		3			0	xxx						1	38	58			2	20	110		198		60		32	0	0	3215	20230		605	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma	invgma	invgma	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					20					255					20					255					255	2	2	0	xxx	xxx	1	0	Null		
