name	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Shako	100	0	1			98	141	0	100	0	0	12	0	58	0	129	56307	83932	828	uap		828	cap	cap	xap	uap	0	2	2	1	4	1	flpcap	invcap									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Bloodlord Skull	100	0	1			103	148	0	212	0	12	20	0	85	0	195	86238	13679	829	nef		829	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	Null	
Earth Spirit	100	0	1			107	152	0	208	0	0	20	0	76	0	171	79730	68986	832	drd		832	dr3	dr3	dr8	drd	0	2	2	1	4	1	flpdr3	invdr3									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Spired Helm	100	0	4			114	159	0	384	0	0	40	0	79	0	177	87168	15348	833	uhm		833	ghm	ghm	xhm	uhm	0	2	2	1	4	1	flpghm	invghm		invuhms							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Succubus Skull	100	0	1			100	146	0	190	0	10	20	0	81	0	180	80462	13679	836	nee		836	ne3	ne4	ne9	nee	10	2	2	1	4	2	flpne3	invne4									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	Null	
Sky Spirit	100	0	1			103	155	0	226	0	0	20	0	83	0	186	86575	68986	840	dre		840	dr4	dr4	dr9	dre	0	2	2	1	4	1	flpdr4	invdr4									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Diadem	100	0	1			50	60	0	0	0	0	20	0	85	0	192	58000	23041	841	ci3	18	841	lit	ci1	ci2	ci3	0	2	2	1	4	1	flpci2	invci3									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	3	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null	
Sacred Rondache	100	0	2			138	164	0	218	0	28	68	0	70	0	156	85659	13678	842	pac		842	pa1	pa2	pa7	pac	7	2	2	1	4	2	flppa1	invpa2									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0			0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	Null	
Conqueror Crown	100	0	2			114	159	0	348	0	0	50	0	80	0	180	88278	68987	843	bae		843	ba5	ba4	ba9	bae	0	2	2	1	4	1	flpba5	invba4									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	Null	
Demonhead	100	0	4			101	154	0	204	0	0	20	0	74	0	165	76578	13328	848	usk		848	msk	msk	xsk	usk	0	2	2	1	4	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null	
Destroyer Skull	100	0	2	0		200	250	0	500	0	35	200	0	85	0	1	75374	700000	epb	epb			ne2	epb	epb	epb	7	2	4	1	4	2	flpne2	invepb									0					0	xxx			head		item_metalshield	12	item_metalshield	0	0	5	0	5	0			0	1	0	30	50	100		0	2					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0		
hijab1	100	0	4	1		3	5	0	0	0	0	12	0	1	0	0	64	503	hja	hja			hja	hja	xja	uja	0	2	2	1	3	1	flpcap	invhja									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	skp	ghm	1	0		
hijab2	100	0	4	1		8	11	0	15	0	0	18	0	5	0	0	441	925	hjb	hjb			hjb	hjb	xjb	ujb	0	2	2	1	3	1	flpskp	invhjb									0					0	xxx			helm		item_cap	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	hlm	crn	1	0		
zealot1	100	0	2	1		9	27	0	23	0	0	20	0	19	0	30	2857	4262	zl1	zl1			zl1	zl1	xl1	ul1	0	2	2	1	3	1	flpmsk	invzl1									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
zealot2	100	0	2	1		33	36	0	25	0	0	40	0	22	0	35	6323	8046	zl2	zl2			zl2	zl2	xl2	ul2	0	2	2	1	3	1	flpbhm	invzl2									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
zealot3	100	0	2	1		20	30	0	0	0	0	35	0	24	0	48	12000	14271	zl3	zl3			zl3	zl3	xl3	ul3	0	2	2	1	3	1	flpci0	invzl3									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	1	2	0	xxx	xxx	1	0		
zealot4	100	0	2	1		12	28	0	28	0	0	20	0	28	0	50	3332	4867	zl4	zl4			zl4	zl4	xl4	ul4	0	2	2	1	3	1	flpdr4	invzl4									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	8	8	0	xxx	xxx	1	0		
panther1	100	0	3	1		15	18	0	26	0	0	24	0	1	0	5	1558	2048	pt1	pt1			pt1	pt1	xt1	ut1	0	2	2	1	3	1	flphlm	invpt1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	fhl	ghm	1	0		
panther2	100	0	3	1		23	26	0	41	0	0	30	0	15	0	10	3095	3601	pt2	pt2			pt2	pt2	xt2	ut2	0	2	2	1	3	1	flpfhl	invpt2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	ghm	xxx	1	0		
panther3	100	0	3	1		30	35	0	63	0	0	40	0	23	0	15	6177	8253	pt3	pt3			pt3	pt3	xt3	ut3	0	2	2	1	3	1	flpghm	invpt3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255					255	7	8	0	crn	xxx	1	0		
panther4	100	0	3	1		25	45	0	55	0	0	50	0	27	0	20	8345	12917	pt4	pt4			pt4	pt4	xt4	ut4	0	2	2	1	3	1	flpcrn	invpt4									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255					255	2	8	0	xxx	xxx	1	0		
panther5	100	0	3	1		10	15	0	25	0	0	25	0	35	0	25	320	792	pt5	pt5			pt5	pt5	xt5	ut5	0	2	2	1	3	1	flpba1	invpt5									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		
doomknight1	100	0	1	1		22	35	0	30	0	0	20	0	30	0	54	5670	8092	1dn	1dn			1dn	1dn	3dn	5dn	0	2	2	1	3	1	flpdr1	inv1dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
doomknight2	100	0	1	1		30	35	0	55	0	0	50	0	35	0	55	3420	4894	2dn	2dn			2dn	2dn	4dn	6dn	0	2	2	1	3	1	flpba5	inv2dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		
xhijab1	100	0	4	1		52	62	0	86	0	0	18	0	37	0	75	17210	18941	xja	xja			hja	hja	xja	uja	0	2	2	1	3	1	flpskp	invhja									0					0	xxx			helm		item_cap	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
xhijab2	100	0	4	1		63	72	0	118	0	0	24	0	42	0	77	23075	28634	xjb	xjb			hjb	hjb	xjb	ujb	0	2	2	1	3	1	flphlm	invhjb									0					0	xxx			helm		item_cap	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
xzealot1	100	0	2	1		60	125	0	116	0	0	40	0	68	0	100	37683	58158	xl1	xl1			zl1	zl1	xl1	ul1	0	2	2	1	3	1	flpbhm	invzl1									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
xzealot2	100	0	2	1		40	50	0	120	0	0	25	0	70	0	103	35000	11666	xl2	xl2			zl2	zl2	xl2	ul2	0	2	2	1	3	1	flpci1	invzl2									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
xzealot3	100	0	2	1		58	87	0	124	0	0	20	0	73	0	107	29518	13678	xl3	xl3			zl3	zl3	xl3	ul3	0	2	2	1	3	1	flpdr4	invzl3									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
xzealot4	100	0	2	1		73	98	0	130	0	0	20	0	76	0	111	38127	13678	xl4	xl4			zl4	zl4	xl4	ul4	0	2	2	1	3	1	flpdr1	invzl4									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
xpanther1	100	0	3	1		75	84	0	164	0	0	30	0	45	0	81	29083	38985	xt1	xt1			pt1	pt1	xt1	ut1	0	2	2	1	3	1	flpfhl	invpt1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
xpanther2	100	0	3	1		85	98	0	230	0	0	40	0	51	0	84	37846	59317	xt2	xt2			pt2	pt2	xt2	ut2	0	2	2	1	3	1	flpghm	invpt2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
xpanther3	100	0	3	1		78	113	0	206	0	0	50	0	55	0	89	42458	74803	xt3	xt3			pt3	pt3	xt3	ut3	0	2	2	1	3	1	flpcrn	invpt3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
xpanther4	100	0	3	1		54	86	0	110	0	0	20	0	62	0	93	27190	40198	xt4	xt4			pt4	pt4	xt4	ut4	0	2	2	1	3	1	flpmsk	invpt4									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
xpanther5	100	0	3	1		55	68	0	116	0	0	25	0	66	0	96	16603	13677	xt5	xt5			pt5	pt5	xt5	ut5	0	2	2	1	3	1	flpba1	invpt5									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	5	0	0	xxx	xxx	1	0		
xdoomknight1	100	0	1	1		85	98	0	206	0	0	50	0	80	0	116	36398	13678	3dn	3dn			1dn	1dn	3dn	5dn	0	2	2	1	3	1	flpba5	inv1dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
xdoomknight2	100	0	1	1		93	120	0	236	0	0	55	0	82	0	120	46633	13678	4dn	4dn			2dn	2dn	4dn	6dn	0	2	2	1	3	1	flpba5	inv2dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
uhijab1	100	0	4	1		98	141	0	100	0	0	12	0	85	0	129	56307	83932	uja	uja			hja	hja	xja	uja	0	2	2	1	4	1	flpcap	invhja									0					0	xxx			helm		item_cap	12	item_cap	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
uhijab2	100	0	4	1		101	145	0	168	0	0	18	0	85	0	131	62739	94713	ujb	ujb			hjb	hjb	xjb	ujb	0	2	2	1	4	1	flpskp	invhjb									0					0	xxx			helm		item_cap	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
uzealot1	100	0	2	1		101	154	0	204	0	0	20	0	85	0	165	76578	13328	ul1	ul1			zl1	zl1	xl1	ul1	0	2	2	1	4	1	flpmsk	invzl1									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
uzealot2	100	0	2	1		100	157	0	212	0	0	40	0	85	0	168	87274	99694	ul2	ul2			zl2	zl2	xl2	ul2	0	2	2	1	4	1	flpbhm	invzl2									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
uzealot3	100	0	2	1		50	60	0	0	0	0	20	0	85	0	171	58000	23041	ul3	ul3			zl3	zl3	xl3	ul3	0	2	2	1	4	1	flpci2	invzl3									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		
uzealot4	100	0	2	1		103	155	0	226	0	0	20	0	85	0	174	86575	68986	ul4	ul4			zl4	zl4	xl4	ul4	0	2	2	1	4	1	flpdr4	invzl4									0					0	xxx			helm		item_head	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
upanther1	100	0	3	1		105	149	0	218	0	0	24	0	85	0	137	69940	11195	ut1	ut1			pt1	pt1	xt1	ut1	0	2	2	1	4	1	flphlm	invpt1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
upanther2	100	0	3	1		110	154	0	284	0	0	30	0	85	0	143	57806	12631	ut2	ut2			pt2	pt2	xt2	ut2	0	2	2	1	4	1	flpfhl	invpt2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0		
upanther3	100	0	3	1		114	159	0	384	0	0	40	0	85	0	148	87168	15348	ut3	ut3			pt3	pt3	xt3	ut3	0	2	2	1	4	1	flpghm	invpt3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0		
upanther4	100	0	3	1		111	165	0	348	0	0	50	0	85	0	156	94770	17369	ut4	ut4			pt4	pt4	xt4	ut4	0	2	2	1	4	1	flpcrn	invpt4									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0		
upanther5	100	0	3	1		102	147	0	212	0	0	25	0	85	0	159	60650	68987	ut5	ut5			pt5	pt5	xt5	ut5	0	2	2	1	4	1	flpba1	invpt5									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
udoomknight1	100	0	1	1		109	159	0	236	0	0	20	0	85	0	178	92143	68987	5dn	5dn			1dn	1dn	3dn	5dn	0	2	2	1	4	1	flpdr1	inv1dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
udoomknight2	100	0	1	1		114	159	0	348	0	0	50	0	85	0	180	88278	68987	6dn	6dn			2dn	2dn	4dn	6dn	0	2	2	1	4	1	flpba5	inv2dn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Overseer1	100	0	2	1		35	50	0	65	0	0	55	0	24	0	54	5785	8214	os1	os1			os1	os1	os4	os7	0	2	2	1	3	1	flpba5	invos1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		
Overseer2	100	0	1	1		22	35	0	30	0	0	20	0	24	0	54	5670	8092	os2	os2			os2	os2	os5	os8	0	2	2	1	3	1	flpdr1	invos2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Overseer3	100	0	1	1		4	15	0	20	0	0	20	0	8	0	18	664	1307	os3	os3			os3	os3	os6	os9	0	2	2	1	3	1	flpdr4	invos3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	8	8	0	xxx	xxx	1	0		
Overseer4	100	0	2	1		93	120	0	236	0	0	55	0	54	0	120	46633	13678	os4	os4			os1	os1	os4	os7	0	2	2	1	3	1	flpba5	invos1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Overseer5	100	0	1	1		73	98	0	130	0	0	20	0	55	0	123	38127	13678	os5	os5			os2	os2	os5	os8	0	2	2	1	3	1	flpdr1	invos2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Overseer6	100	0	1	1		46	68	0	100	0	0	20	0	40	0	90	18564	13677	os6	os6			os3	os3	os6	os9	0	2	2	1	3	1	flpdr4	invos3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20	8	8	0	xxx	xxx	1	0		
Overseer7	100	0	2	1		93	120	0	236	0	0	55	0	54	0	120	46633	13678	os7	os7			os1	os1	os4	os7	0	2	2	1	4	1	flpba5	invos1									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0		
Overseer8	100	0	1	1		109	159	0	236	0	0	20	0	85	0	198	92143	68987	os8	os8			os2	os2	os5	os8	0	2	2	1	4	1	flpdr1	invos2									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Overseer9	100	0	1	1		98	147	0	190	0	0	20	0	69	0	153	68617	68986	os9	os9			os3	os3	os6	os9	0	2	2	1	4	1	flpdr4	invos3									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0		
Liverpool Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep0	ep0			ep0	ep0	ep0	ep0	1	2	3	1	4	1	flpscl	invep0	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Arsenal Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep1	ep1			ep1	ep1	ep1	ep1	1	2	3	1	4	1	flpscl	invep1	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Manchester City Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep2	ep2			ep2	ep2	ep2	ep2	1	2	3	1	4	1	flpscl	invep2	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Chelsea Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep3	ep3			ep3	ep3	ep3	ep3	1	2	3	1	4	1	flpscl	invep3	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Manchester United Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep4	ep4			ep4	ep4	ep4	ep4	1	2	3	1	4	1	flpscl	invep4	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Bayern Munich Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep5	ep5			ep5	ep5	ep5	ep5	1	2	3	1	4	1	flpscl	invep5	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Leverkusen Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep6	ep6			ep6	ep6	ep6	ep6	1	2	3	1	4	1	flpscl	invep6	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
Dortmund Armor	100	0	4	1		510	624	0	206	0	0	80	0	87	0	150	317526	641896	ep7	ep7			ep7	ep7	ep7	ep7	1	2	3	1	4	1	flpscl	invep7	invscl				2				0					0	xxx			tors	socc	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	7	0	xxx	xxx	1	0		
