index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
URadiance	587	100		1					1		81	54	fhl	Full Helm		5	5000	dpur	dpur						light		5	5	enr		10	10	vit		10	10	red-mag		3	3	mana		33	33	ac%		75	75									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ULore	588	100		1					1		81	54	crn	Crown		5	5000	dpur	dpur						enr		10	10	allskills		1	1	light		2	2	mana-kill		2	2																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UGround	589	100		1					1		105	70	xkp	Sallet		5	5000	dblu	dblu						hp%		5	5	ac%		75	100	res-ltng		10	30	abs-ltng%		10	15																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHearth	590	100		1					1		105	70	xlm	Casque		5	5000	dblu	dblu						hp%		5	5	ac%		75	100	res-cold		10	30	abs-cold%		10	15	nofreeze		1	1													sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UCure	591	100		1					1		105	70	xhm	Winged Helm		5	5000	dblu	dblu						hp%		5	5	ac%		75	100	res-pois		10	30	res-pois-len		50	50	aura	Cleansing	1	1													sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UTemper	592	100		1					1		105	70	xrn	Grand Crown		5	5000	dblu	dblu						hp%		5	5	ac%		75	100	res-fire		10	30	abs-fire%		10	15																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UBulwark	593	100		1					1		105	70	xsk	Death Mask		5	5000	dblu	dblu						hp%		5	5	ac%		75	100	red-dmg%		10	15	regen		30	30	lifesteal		4	6													sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UWisdom	594	100		1					1		135	90	uap	Shako		5	5000	dred	dred						pierce		33	33	manasteal		4	8	att%		15	25	mana-kill		5	5	nofreeze		1	1	enr		10	10									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDelirium	595	100		1					1		229	153	uh9	Bone Visage		5	5000	dred	dred						hit-skill	Confuse	11	18	charged	Attract	60	17	gethit-skill	Terror	14	13	ac		261	261	gethit-skill	Mind Blast	6	14	gethit-skill	Delerium Change	1	50	allskills		2	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UFlickering Flame	596	100		1					1		320	165	uhl	Giant Conch		5	5000	dred	dred						fireskill		3	3	aura	Resist Fire	4	8	pierce-fire		10	15	mana		50	75	half-freeze		1	1	res-pois-len		50	50									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDream Helm	597	100		1					1		320	195	urn	Corona		5	5000	dred	dred						ac		150	220	gethit-skill	Confuse	10	15	mana/lvl	5			res-all		5	20	balance3		20	30	aura	Holy Shock	15	15	mag%		12	25					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMetamorphosis	598	100		1					1		320	201	drf	Dream Spirit		5	5000	dred	dred						hit-skill	Mark of the Bear	100	1	hit-skill	Mark of the Wolf	100	1	skilltab	16	5	5	ac%		50	80	res-all		10	10	crush		25	25	charge-noconsume		25	25					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ENadir	599	100		1					1		335	22	cap	Cap		5	5000	bwht	bwht						ac%		75	75	ac		23	23	light		-5	-5	charged	264	9	13	gold%		-50	-50	str		8	8									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ERadiance	600	100		1					1		335	54	fhl	Full Helm		5	5000	bwht	bwht						light		8	8	enr		15	15	vit		15	15	red-mag		5	5	mana		50	50	ac%		115	115									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ELore	601	100		1					1		335	54	crn	Crown		5	5000	bwht	bwht						enr		15	15	allskills		2	2	light		3	3	mana-kill		3	3																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EGround	602	100		1					1		335	70	xkp	Sallet		5	5000	whit	whit						hp%		8	8	ac%		115	150	res-ltng		15	45	abs-ltng%		15	23																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EHearth	603	100		1					1		335	70	xlm	Casque		5	5000	whit	whit						hp%		8	8	ac%		115	150	res-cold		15	45	abs-cold%		15	23	nofreeze		1	1													sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ECure	604	100		1					1		335	70	xhm	Winged Helm		5	5000	whit	whit						hp%		8	8	ac%		115	150	res-pois		15	45	res-pois-len		75	75	aura	Cleansing	2	2													sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ETemper	605	100		1					1		335	70	xrn	Grand Crown		5	5000	whit	whit						hp%		8	8	ac%		115	150	res-fire		15	45	abs-fire%		15	23																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EBulwark	606	100		1					1		335	70	xsk	Death Mask		5	5000	whit	whit						hp%		8	8	ac%		115	150	red-dmg%		15	23	regen		45	45	lifesteal		6	9													sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EWisdom	607	100		1					1		335	90	uap	Shako		5	5000	dgld	dgld						pierce		50	50	manasteal		6	12	att%		23	38	mana-kill		8	8	nofreeze		1	1	enr		15	15									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDelirium	608	100		1					1		335	153	uh9	Bone Visage		5	5000	dgld	dgld						hit-skill	Confuse	11	27	charged	Attract	60	17	gethit-skill	Terror	14	20	ac		392	392	gethit-skill	Mind Blast	6	21	gethit-skill	Delerium Change	1	75	allskills		3	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EFlickering Flame	609	100		1					1		335	165	uhl	Giant Conch		5	5000	dgld	dgld						fireskill		5	5	aura	Resist Fire	6	12	pierce-fire		15	23	mana		75	115	half-freeze		1	1	res-pois-len		75	75									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDream Helm	610	100		1					1		335	195	urn	Corona		5	5000	dgld	dgld						ac		225	330	gethit-skill	Confuse	10	23	mana/lvl	8			res-all		8	30	balance3		30	45	aura	Holy Shock	23	23	mag%		18	38					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EMetamorphosis	611	100		1					1		335	201	drf	Dream Spirit		5	5000	dgld	dgld						hit-skill	Mark of the Bear	100	2	hit-skill	Mark of the Wolf	100	1	skilltab	16	8	8	ac%		75	120	res-all		15	15	crush		35	35	charge-noconsume		50	50					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UAncient Pledge	612	100		1					1		63	42	lrg	Large Shield		5	5000	dpur	dpur						res-cold		30	30	res-all		13	13	ac%		50	50	dmg-to-mana		10	10																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USpiritS	613	100		1					1		75	50	xsh	Grim Shield		5	5000	dblu	dblu						balance3		55	55	mana		89	112	ac-miss		250	250	vit		22	22	cast3		25	35	abs-mag		3	8	allskills		2	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
URhyme	614	100		1					1		87	58	spk	Spiked Shield		5	5000	dpur	dpur						block2		20	20	block		20	20	res-all		25	25	nofreeze		1	1	gold%		50	50	mag%		25	25									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USplendor	615	100		1					1		111	74	xml	Round Shield		5	5000	dblu	dblu						light		3	3	gold%		50	50	mag%		20	20	ac%		60	100	block2		20	20	cast2		10	10	allskills		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USanctuary	616	100		1					1		220	147	xow	Pavise		5	5000	dblu	dblu						block		20	20	block2		20	20	ac%		130	160	ac-miss		250	250	res-all		50	70	balance2		20	20	charged	Slow Missiles	60	12					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UExile	617	100		1					1		255	171	pae	Zakarum Shield		5	5000	dred	dred						block2		30	30	freeze		1	1	ac%		220	260	aura	Defiance	13	16	skilltab	10	2	2	hit-skill	Life Tap	15	5	rep-dur	25							sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDragonS	618	100		1					1		320	183	uts	Ward		5	5000	dred	dred						ac		360	360	ac-miss		230	230	str/lvl	3			hit-skill	Hydra	12	15	gethit-skill	Venom	20	18	aura	Holy Fire	14	14	all-stats		3	5					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDreamS	619	100		1					1		320	195	uow	Aegis		5	5000	dred	dred						ac		150	220	gethit-skill	Confuse	10	15	mana/lvl	5			res-all		5	20	balance3		20	30	aura	Holy Shock	15	15	mag%		12	25					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPhoenixS	620	100		1					1		320	195	uit	Monarch		5	5000	dred	dred						dmg%		350	400	ac-miss		350	400	levelup-skill	Blaze	100	40	pierce-fire		28	28	aura	Redemption	10	15	abs-fire		15	21									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EAncient Pledge	621	100		1					1		335	42	lrg	Large Shield		5	5000	bwht	bwht						res-cold		45	45	res-all		26	26	ac%		75	75	dmg-to-mana		15	15																	sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESpiritS	622	100		1					1		335	50	xsh	Grim Shield		5	5000	whit	whit						balance3		80	80	mana		135	170	ac-miss		375	375	vit		33	33	cast3		40	55	abs-mag		5	12	allskills		1	3					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ERhyme	623	100		1					1		335	58	spk	Spiked Shield		5	5000	bwht	bwht						block2		30	30	block		15	15	res-all		40	40	nofreeze		1	1	gold%		75	75	mag%		40	40									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESplendor	624	100		1					1		335	74	xml	Round Shield		5	5000	whit	whit						light		5	5	gold%		75	75	mag%		30	30	ac%		90	150	block2		30	30	cast2		15	15	allskills		2	2					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ESanctuary	625	100		1					1		335	147	xow	Pavise		5	5000	whit	whit						block		30	30	block2		35	35	ac%		195	240	ac-miss		375	375	res-all		75	105	balance2		30	30	charged	Slow Missiles	60	12					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EExile	626	100		1					1		335	171	pae	Zakarum Shield		5	5000	dgld	dgld						block2		45	45	freeze		3	3	ac%		330	390	aura	Defiance	20	24	skilltab	10	3	3	hit-skill	Life Tap	15	8	rep-dur	25							sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDragonS	627	100		1					1		335	183	uts	Ward		5	5000	dgld	dgld						ac		540	540	ac-miss		345	345	str/lvl	5			hit-skill	Hydra	12	23	gethit-skill	Venom	20	27	aura	Holy Fire	21	21	all-stats		5	8					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EDreamS	628	100		1					1		335	195	uow	Aegis		5	5000	dgld	dgld						ac		225	330	gethit-skill	Confuse	10	23	mana/lvl	8			res-all		8	30	balance3		30	45	aura	Holy Shock	23	23	mag%		18	38					sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
EPhoenixS	629	100		1					1		335	195	uit	Monarch		5	5000	dgld	dgld						dmg%		525	600	ac-miss		525	600	levelup-skill	Blaze	150	60	pierce-fire		40	40	aura	Redemption	15	23	abs-fire		23	32									sock		0	4	onlyoneAllitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USteel	630	100		1					1		27	18	hax	Hand Axe		5	5000	dpur	dpur						swing2		25	25	dmg-min		3	3	dmg-max		3	3	openwounds		50	50	dmg%		20	20													sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMalice	631	100		1					1		45	30	spc	Spiked Club		5	5000	dpur	dpur						openwounds		100	100	dmg-ac		-100	-100	noheal		1	1	dmg%		33	33	light		-1	-1	regen		-5	-5									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ULeaf	632	100		1					1		57	38	ob5	Jared's Stone		5	5000	dpur	dpur						fireskill		3	3	ac/lvl		16	16	res-cold		33	33	skill	41	3	3	skill	36	3	3	skill	37	3	3									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UZephyr	633	100		1					1		63	42	swb	Short War Bow		5	5000	dpur	dpur						move2		25	25	swing2		25	25	dmg%		33	33	att		66	66	gethit-skill	240	7	1	ac		25	25									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHoly Thunder	634	100		1					1		63	42	wsp	War Scepter		5	5000	dpur	dpur						dmg%		60	60	dmg-ltng		20	60	dmg-max		10	10	res-ltng		60	60	res-ltng-max		5	5	skill	118	3	3	charged	53	60	7					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPattern	635	100		1					1		69	46	skr	Scissors Katar		5	5000	dpur	dpur						att%		10	10	dmg%		40	80	dmg-fire		12	32	res-all		15	15	str		6	6	dex		6	6	block2		30	30					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UStrength	636	100		1					1		75	50	lsd	Long Sword		5	5000	dpur	dpur						str		20	20	dmg%		35	35	vit		10	10	crush		25	25																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UKing's Grace	637	100		1					1		75	50	gsc	Grand Scepter		5	5000	dpur	dpur						dmg%		100	100	att		150	150	dmg-demon		100	100	dmg-undead		50	50	att-demon		100	100	att-undead		100	100									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UEdge	638	100		1					1		75	50	lwb	Long War Bow		5	5000	dpur	dpur						dmg-demon		320	380	dmg-undead		280	280	swing2		35	35	noheal		1	1	aura	Thorns	15	15	all-stats		5	10	cheap		15	15					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USpirit	639	100		1					1		75	50	9bs	Battle Sword		5	5000	dblu	dblu						balance3		55	55	mana		89	112	ac-miss		250	250	vit		22	22	cast3		25	35	abs-mag		3	8	allskills		2	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UInsight	640	100		1					1		81	54	vou	Voulge		5	5000	dpur	dpur						dmg%		200	260	att%		180	250	mag%		23	23	oskill	Critical Strike	1	6	cast2		35	35	aura	Meditation	12	17	all-stats		5	5					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHonor	641	100		1					1		81	54	kri	Kriss		5	5000	dpur	dpur						dmg%		160	160	regen		10	10	allskills		1	1	att		200	200	deadly		25	25	str		10	10									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UWhite	642	100		1					1		105	70	gwn	Grim Wand		5	5000	dpur	dpur						skilltab	7	3	3	red-mag		4	4	cast2		20	20	mana		13	13	skill	68	3	3	skill	84	2	2	skill	69	4	4					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UBlack	643	100		1					1		105	70	fla	Flail		5	5000	dpur	dpur						crush		40	40	dmg%		120	120	swing2		15	15	red-mag		2	2	att		200	200	charged	74	12	4									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMemory	644	100		1					1		111	74	bst	Battle Staff		5	5000	dpur	dpur						mana%		20	20	red-mag		7	7	ac%		50	50	cast2		33	33	sor		3	3	skill	58	3	3	skill	42	2	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHustle	645	100		1					1		117	78	flc	Falchion		5	5000	dpur	dpur						hit-skill	Quickness	5	1	swing2		10	10	dmg%		180	200	aura	Fanaticism	1	1																	sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMelody	646	100		1					1		117	78	rxb	Repeating Crossbow		5	5000	dpur	dpur						dmg%		50	50	skilltab	0	3	3	skill	9	3	3	skill	13	3	3	skill	17	3	3	dmg-undead		300	300									sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UObedience	647	100		1					1		123	78	9wc	Grim Scythe		5	5000	dblu	dblu						dmg%		370	370	crush		40	40	kill-skill	enchant	30	21	pierce-fire		25	25	ac		200	300	balance3		40	40	res-all		20	30					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UUnbending Will	648	100		1					1		123	82	9cr	Dimensional Blade		5	5000	dblu	dblu						skilltab	12	3	3	hit-skill	Taunt	18	18	swing2		20	30	dmg%		300	350	red-dmg		8	8	noheal		1	1	lifesteal		8	10					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
ULawbringer	649	100		1					1		129	82	9qs	Holy Water Sprinkler		5	5000	dblu	dblu						dmg-cold		130	180	dmg-fire		150	210	aura	Sanctuary	16	18	hit-skill	Decrepify	20	15	ac-miss		200	250	rip		1	1	reduce-ac		50	50					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UVoice of Reason	650	100		1					1		129	86	9wd	Ancient Sword		5	5000	dblu	dblu						dmg-demon		220	350	dmg-undead		280	300	dmg-cold		100	220	pierce-cold		24	24	hit-skill	Ice Blast	18	20	hit-skill	tFrozen Orb	15	13	nofreeze		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UPassion	651	100		1					1		150	86	92a	Twin Axe		5	5000	dblu	dblu						dmg%		160	210	oskill	Zeal	1	1	att%		50	80	oskill	Berserk	1	1	swing2		25	25	charged	Heart of Wolverine	12	3	stupidity		10	10					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHarmony	652	100		1					1		150	86	am7	Ceremonial Bow		5	5000	dblu	dblu						dmg%		200	275	dmg-elem		55	160	charged	Revive	25	20	aura	Vigor	10	10	oskill	Valkyrie	2	6	regen-mana		20	20	light		2	2					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UCrescent Moon	653	100		1					1		211	141	9ts	Harpoon		5	5000	dblu	dblu						pierce-ltng		35	35	ignore-ac		1	1	dmg%		180	220	abs-mag		9	11	charged	Summon Spirit Wolf	30	18	hit-skill	Static Field	7	13	hit-skill	Chain Lightning	10	17					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UVenom	654	100		1					1		220	147	9kr	Cinquedeas		5	5000	dblu	dblu						dmg-pois	175	312	312	ignore-ac		1	1	charged	83	27	15	charged	92	11	13	manasteal		7	7													sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UOath	655	100		1					1		220	147	9mt	Jagged Star		5	5000	dblu	dblu						dmg%		210	340	swing1		30	30	hit-skill	Bone Spirit	30	20	charged	IronGolem	14	17	charged	Heart of Wolverine	20	16	abs-mag		10	15	indestruct		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UMosaic	656	100		1					1		238	159	9tw	Greater Talons		5	5000	dblu	dblu						skilltab	20	2	2	charge-noconsume		50	50	swing2		20	20	dmg%		200	250	extra-fire		8	15	extra-cold		8	15	extra-ltng		8	15					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UKingslayer	657	100		1					1		238	159	9bt	Tabar		5	5000	dblu	dblu						swing2		30	30	dmg%		230	270	reduce-ac		25	25	crush		33	33	openwounds		25	25	oskill	Vengeance	1	1	gold%		40	40					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
URift	658	100		1					1		238	159	9b7	Lochaber Axe		5	5000	dblu	dblu						dmg-mag		160	250	dmg-fire		60	180	dmg-to-mana		38	38	hit-skill	Tornado	20	16	att-skill	tFrozen Orb	16	21	charged	Iron Maiden	40	15	all-stats		5	10					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UDeath	659	100		1					1		247	165	9wa	Naga		5	5000	dblu	dblu						dmg%		300	385	deadly/lvl	4			charged	BloodGolem	15	22	att-skill	Glacial Spike	25	18	death-skill	Chain Lightning	100	44	crush		50	50	indestruct		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UHeart of the Oak	660	100		1					1		247	165	9fl	Knout		5	5000	dblu	dblu						cast2		40	40	charged	Oak Sage	25	4	mana%		15	15	allskills		3	3	regen		20	20	res-all		30	40	charged	Raven	60	14					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
USilence	661	100		1					1		247	165	9gd	Executioner Sword		5	5000	dblu	dblu						manasteal		4	4	stupidity		33	33	dmg%		200	200	swing2		20	20	res-all		75	75	allskills		2	2	balance2		20	20					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UChaos	662	100		1					1		320	171	7ar	Suwayyah		5	5000	dred	dred						demon-heal		15	15	dmg%		240	290	dmg-mag		216	471	oskill	Whirlwind	1	1	swing2		35	35	hit-skill	tFrozen Orb	9	11	hit-skill	Charged Bolt	11	9					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UFamine	663	100		1					1		320	171	7gm	Thunder Maul		5	5000	dred	dred						dmg%		270	320	lifesteal		12	12	swing2		30	30	noheal		1	1	dmg-mag		180	200	dmg-elem		50	200	ethereal		1	1					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
UCall To Arms	664	100		1					1		320	171	7fl	Scourge		5	5000	dred	dred						swing2		40	40	dmg%		200	240	allskills		1	1	oskill	Battle Command	2	6	oskill	Battle Orders	1	6	oskill	Battle Cry	1	4	regen		12	12					sock		0	4	onlyoneitem		1	1	death-skill-new	579	100	1	ilvlx		20	20		0
