Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Blood Raven Desecrated A	30	30	5	1024	800	800	800	0	Act 1 Equip C	19	Act 1 Junk	5	Act 1 Good	3	dol	1																						0
Blood Raven Desecrated B	30	87	5	1024	800	800	800	0	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3	dol	1																						0
Blood Raven Desecrated C	30	144	5	1024	800	800	800	0	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3	dol	1																						0
Blood Raven (N)			5	1024	800	800	800	0	Act 1 (N) Equip B	19	Act 1 (N) Junk	5	Act 1 (N) Good	3	dol	2																						0
Blood Raven (N) Desecrated A	30	129	5	1024	800	800	800	0	Act 1 (N) Equip C	19	Act 1 (N) Junk	5	Act 1 (N) Good	3	dol	2																						0
Blood Raven (N) Desecrated B	30	171	5	1024	800	800	800	0	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3	dol	2																						0
Blood Raven (N) Desecrated C	30	219	5	1024	800	800	800	0	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3	dol	2																						0
Blood Raven (H)			5	1024	800	800	800	0	Act 1 (H) Equip B	19	Act 1 (H) Junk	5	Act 1 (H) Good	3	card p71	1	dol	3																				0
Blood Raven Item (H) Desecrated A			5	1024	800	800	800	0	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3																								0
Blood Raven Item (H) Desecrated B			5	1024	800	800	800	0	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																								0
Blood Raven Item (H) Desecrated C			5	1024	800	800	800	0	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																								0
Blood Raven Item (H) Desecrated D			5	1024	800	800	800	0	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3																								0
Blood Raven (H) Desecrated A	30	264	-3					0	Sunder Charms	1	Blood Raven Item (H) Desecrated A	1	card p71	1	dol	3																						0
Blood Raven (H) Desecrated B	30	270	-3					0	Sunder Charms	1	Blood Raven Item (H) Desecrated B	1	card p71	1	dol	3																						0
Blood Raven (H) Desecrated C	30	279	-3					0	Sunder Charms	1	Blood Raven Item (H) Desecrated C	1	card p71	1	dol	3																						0
Blood Raven (H) Desecrated D	30	288	-3					0	Sunder Charms	1	Blood Raven Item (H) Desecrated D	1	card p71	1	dol	3																						0
Smith			-3					0	Act 1 Uitem C	1	Act 1 Melee B	2																										0
Smith Desecrated A	31	39	-3					0	Act 2 Uitem A	1	Act 2 Melee A	2																										0
Smith Desecrated B	31	96	-3					0	Act 4 Uitem B	1	Act 4 Melee B	2																										0
Smith Desecrated C	31	144	-3					0	Act 3 (N) Uitem A	1	Act 3 (N) Melee A	2																										0
Smith (N)			-3					0	Act 1 (H) Uitem C	1	Act 1 (N) Melee B	2																										0
Smith (N) Desecrated A	31	129	-3					0	Act 2 (N) Uitem A	1	Act 2 (N) Melee A	2																										0
Smith (N) Desecrated B	31	171	-3					0	Act 4 (N) Uitem B	1	Act 4 (N) Melee B	2																										0
Smith (N) Desecrated C	31	219	-3					0	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2																										0
Smith (H)			-3					0	Act 1 (H) Uitem C	1	Act 1 (H) Melee B	2	card p21	1																								0
Smith (H) Desecrated A	31	219	-5					0	Sunder Charms	1	Act 3 (H) Uitem A	1	Act 3 (H) Melee A	2	card p21	1																						0
Smith (H) Desecrated B	31	225	-5					0	Sunder Charms	1	Act 3 (H) Uitem B	1	Act 3 (H) Melee B	2	card p21	1																						0
Smith (H) Desecrated C	31	234	-5					0	Sunder Charms	1	Act 3 (H) Uitem C	1	Act 3 (H) Melee B	2	card p21	1																						0
Smith (H) Desecrated D	31	243	-5					0	Sunder Charms	1	Act 4 (H) Uitem A	1	Act 4 (H) Melee A	2	card p21	1																						0
Smith (H) Desecrated E	31	252	-5					0	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2	card p21	1																						0
Smith (H) Desecrated F	31	261	-5					0	Sunder Charms	1	Act 4 (H) Uitem B	1	Act 4 (H) Melee B	2	card p21	1																						0
Smith (H) Desecrated G	31	270	-5					0	Sunder Charms	1	Act 5 (H) Uitem A	1	Act 5 (H) Melee A	2	card p21	1																						0
Smith (H) Desecrated H	31	279	-5					0	Sunder Charms	1	Act 5 (H) Uitem B	1	Act 5 (H) Melee B	2	card p21	1																						0
Smith (H) Desecrated I	31	288	-5					0	Sunder Charms	1	Act 5 (H) Uitem C	1	Act 5 (H) Melee C	2	card p21	1																						0
Izual			5	1024	800	800	800	0	"gld,mul=1280"	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3	ts3	1																				0
Izual Desecrated A	32	87	5	1024	800	800	800	0	"gld,mul=1280"	14	Act 4 Equip B	19	Act 4 Junk	5	Act 4 Good	3	ts3	1																				0
Izual Desecrated B	32	114	5	1024	800	800	800	0	"gld,mul=1280"	14	Act 5 Equip C	19	Act 5 Junk	5	Act 5 Good	3	ts3	1																				0
Izual Desecrated C	32	144	5	1024	800	800	800	0	"gld,mul=1280"	14	Act 3 (N) Equip A	19	Act 3 (N) Junk	5	Act 3 (N) Good	3	ts3	1																				0
Izual (N)			5	1024	800	800	800	0	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3	ts3	2																				0
Izual (N) Desecrated A	32	180	5	1024	800	800	800	0	"gld,mul=1536"	14	Act 4 (N) Equip B	19	Act 4 (N) Junk	5	Act 4 (N) Good	3	ts3	2																				0
Izual (N) Desecrated B	32	198	5	1024	800	800	800	0	"gld,mul=1536"	14	Act 5 (N) Equip C	19	Act 5 (N) Junk	5	Act 5 (N) Good	3	ts3	2																				0
Izual (N) Desecrated C	32	219	5	1024	800	800	800	0	"gld,mul=1536"	14	Act 3 (H) Equip A	19	Act 3 (H) Junk	5	Act 3 (H) Good	3	ts3	2																				0
Izual (H)			5	1024	800	800	800	0	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3	ts3	4	card p68	1																		0
Izual Item (H) Desecrated A			5	1024	800	800	800	0	"gld,mul=2048"	14	Act 4 (H) Equip B	19	Act 4 (H) Junk	5	Act 4 (H) Good	3	ts3	4																				0
Izual Item (H) Desecrated B			5	1024	800	800	800	0	"gld,mul=2048"	14	Act 5 (H) Equip A	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	ts3	4																				0
Izual Item (H) Desecrated C			5	1024	800	800	800	0	"gld,mul=2048"	14	Act 5 (H) Equip B	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	ts3	4																				0
Izual Item (H) Desecrated D			5	1024	800	800	800	0	"gld,mul=2048"	14	Act 5 (H) Equip C	19	Act 5 (H) Junk	5	Act 5 (H) Good	3	ts3	4																				0
Izual (H) Desecrated A	32	258	-4					0	Sunder Charms	1	Izual Item (H) Desecrated A	1	ts3	1	card p68	1																						0
Izual (H) Desecrated B	32	270	-4					0	Sunder Charms	1	Izual Item (H) Desecrated B	1	ts3	1	card p68	1																						0
Izual (H) Desecrated C	32	279	-4					0	Sunder Charms	1	Izual Item (H) Desecrated C	1	ts3	1	card p68	1																						0
Izual (H) Desecrated D	32	288	-4					0	Sunder Charms	1	Izual Item (H) Desecrated D	1	ts3	1	card p68	1																						0
Act 1 Super A	18	0	-4	800	1024	800	800	0	Act 1 Uitem A	2	Act 1 Cpot A	2																										0
Act 1 Super B	18	15	-4	800	1024	800	800	0	Act 1 Uitem B	2	Act 1 Cpot B	2																										0
Act 1 Super C	18	27	-4	800	1024	800	800	0	Act 1 Uitem C	2	Act 1 Cpot C	2																										0
Act 2 Super A	18	36	-4	800	1024	800	800	0	Act 2 Uitem A	2	Act 2 Cpot A	2																										0
Act 2 Super B	18	45	-4	800	1024	800	800	0	Act 2 Uitem B	2	Act 2 Cpot B	2																										0
Act 2 Super C	18	54	-4	800	1024	800	800	0	Act 2 Uitem C	2	Act 2 Cpot C	2																										0
Act 3 Super A	18	60	-4	800	1024	800	800	0	Act 3 Uitem A	2	Act 3 Cpot A	2																										0
Act 3 Super B	18	66	-4	800	1024	800	800	0	Act 3 Uitem B	2	Act 3 Cpot B	2																										0
Act 3 Super C	18	72	-4	800	1024	800	800	0	Act 3 Uitem C	2	Act 3 Cpot C	2																										0
Act 4 Super A	18	78	-4	800	1024	800	800	0	Act 4 Uitem A	2	Act 4 Cpot A	2																										0
Act 4 Super B	18	87	-4	800	1024	800	800	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 4 Super C	18	96	-4	800	1024	800	800	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 5 Super A	18	102	-4	800	1024	800	800	0	Act 5 Uitem A	2	Act 5 Cpot A	2																										0
Act 5 Super B	18	108	-4	800	1024	800	800	0	Act 5 Uitem B	2	Act 5 Cpot B	2																										0
Act 5 Super C	18	114	-4	800	1024	800	800	0	Act 5 Uitem C	2	Act 5 Cpot C	2																										0
Act 1 (N) Super A	18	120	-4	800	1024	800	800	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																										0
Act 1 (N) Super B	18	123	-4	800	1024	800	800	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																										0
Act 1 (N) Super C	18	126	-4	800	1024	800	800	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																										0
Act 2 (N) Super A	18	132	-4	800	1024	800	800	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																										0
Act 2 (N) Super B	18	135	-4	800	1024	800	800	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																										0
Act 2 (N) Super C	18	138	-4	800	1024	800	800	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																										0
Act 3 (N) Super A	18	144	-4	800	1024	800	800	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																										0
Act 3 (N) Super B	18	150	-4	800	1024	800	800	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																										0
Act 3 (N) Super C	18	153	-4	800	1024	800	800	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																										0
Act 4 (N) Super A	18	162	-4	800	1024	800	800	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																										0
Act 4 (N) Super B	18	171	-4	800	1024	800	800	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 4 (N) Super C	18	180	-4	800	1024	800	800	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 5 (N) Super A	18	186	-4	800	1024	800	800	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																										0
Act 5 (N) Super B	18	189	-4	800	1024	800	800	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																										0
Act 5 (N) Super C	18	198	-4	800	1024	800	800	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																										0
Act 1 (H) Super A	18	201	-4	800	1024	800	800	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																										0
Act 1 (H) Super B	18	201	-4	800	1024	800	800	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																										0
Act 1 (H) Super C	18	204	-4	800	1024	800	800	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																										0
Act 2 (H) Super A	18	204	-4	800	1024	800	800	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																										0
Act 2 (H) Super B	18	207	-4	800	1024	800	800	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																										0
Act 2 (H) Super C	18	216	-4	800	1024	800	800	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																										0
Act 3 (H) Super A	18	219	-4	800	1024	800	800	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																										0
Act 3 (H) Super B	18	225	-4	800	1024	800	800	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																										0
Act 3 (H) Super C	18	234	-4	800	1024	800	800	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																										0
Act 4 (H) Super A	18	243	-4	800	1024	800	800	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																										0
Act 4 (H) Super B	18	252	-4	800	1024	800	800	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																										0
Act 4 (H) Super C	18	261	-4	800	1024	800	800	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																										0
Act 5 (H) Super A	18	270	-4	800	1024	800	800	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																										0
Act 5 (H) Super B	18	279	-4	800	1024	800	800	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																										0
Act 5 (H) Super C	18	288	-4	800	1024	800	800	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																										0
Act 1 Super Ax	19	0	-4	512	654	972	900	0	Act 1 Uitem A	2	Act 1 Cpot A	2																										0
Act 1 Super Bx	19	15	-4	512	654	972	900	0	Act 1 Uitem B	2	Act 1 Cpot B	2																										0
Act 1 Super Cx	19	27	-4	512	654	972	900	0	Act 1 Uitem C	2	Act 1 Cpot C	2																										0
Act 2 Super Ax	19	36	-4	512	654	972	900	0	Act 2 Uitem A	2	Act 2 Cpot A	2																										0
Act 2 Super Bx	19	45	-4	512	654	972	900	0	Act 2 Uitem B	2	Act 2 Cpot B	2																										0
Act 2 Super Cx	19	54	-4	512	654	972	900	0	Act 2 Uitem C	2	Act 2 Cpot C	2																										0
Act 3 Super Ax	19	60	-4	512	654	972	900	0	Act 3 Uitem A	2	Act 3 Cpot A	2																										0
Act 3 Super Bx	19	66	-4	512	654	972	900	0	Act 3 Uitem B	2	Act 3 Cpot B	2																										0
Act 3 Super Cx	19	72	-4	512	654	972	900	0	Act 3 Uitem C	2	Act 3 Cpot C	2																										0
Act 4 Super Ax	19	78	-4	512	654	972	900	0	Act 4 Uitem A	2	Act 4 Cpot A	2																										0
Act 4 Super Bx	19	87	-4	512	654	972	900	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 4 Super Cx	19	96	-4	512	654	972	900	0	Act 4 Uitem B	2	Act 4 Cpot B	2																										0
Act 5 Super Ax	19	102	-4	512	654	972	900	0	Act 5 Uitem A	2	Act 5 Cpot A	2																										0
Act 5 Super Bx	19	108	-4	512	654	972	900	0	Act 5 Uitem B	2	Act 5 Cpot B	2																										0
Act 5 Super Cx	19	114	-4	512	654	972	900	0	Act 5 Uitem C	2	Act 5 Cpot C	2																										0
Act 1 (N) Super Ax	19	120	-4	512	654	972	900	0	Act 1 (N) Uitem A	2	Act 1 (N) Cpot A	2																										0
Act 1 (N) Super Bx	19	123	-4	512	654	972	900	0	Act 1 (N) Uitem B	2	Act 1 (N) Cpot B	2																										0
Act 1 (N) Super Cx	19	126	-4	512	654	972	900	0	Act 1 (N) Uitem C	2	Act 1 (N) Cpot C	2																										0
Act 2 (N) Super Ax	19	132	-4	512	654	972	900	0	Act 2 (N) Uitem A	2	Act 2 (N) Cpot A	2																										0
Act 2 (N) Super Bx	19	135	-4	512	654	972	900	0	Act 2 (N) Uitem B	2	Act 2 (N) Cpot B	2																										0
Act 2 (N) Super Cx	19	138	-4	512	654	972	900	0	Act 2 (N) Uitem C	2	Act 2 (N) Cpot C	2																										0
Act 3 (N) Super Ax	19	144	-4	512	654	972	900	0	Act 3 (N) Uitem A	2	Act 3 (N) Cpot A	2																										0
Act 3 (N) Super Bx	19	150	-4	512	654	972	900	0	Act 3 (N) Uitem B	2	Act 3 (N) Cpot B	2																										0
Act 3 (N) Super Cx	19	153	-4	512	654	972	900	0	Act 3 (N) Uitem C	2	Act 3 (N) Cpot C	2																										0
Act 4 (N) Super Ax	19	162	-4	512	654	972	900	0	Act 4 (N) Uitem A	2	Act 4 (N) Cpot A	2																										0
Act 4 (N) Super Bx	19	171	-4	512	654	972	900	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 4 (N) Super Cx	19	180	-4	512	654	972	900	0	Act 4 (N) Uitem B	2	Act 4 (N) Cpot B	2																										0
Act 5 (N) Super Ax	19	186	-4	512	654	972	900	0	Act 5 (N) Uitem A	2	Act 5 (N) Cpot A	2																										0
Act 5 (N) Super Bx	19	189	-4	512	654	972	900	0	Act 5 (N) Uitem B	2	Act 5 (N) Cpot B	2																										0
Act 5 (N) Super Cx	19	198	-4	512	654	972	900	0	Act 5 (N) Uitem C	2	Act 5 (N) Cpot C	2																										0
Act 1 (H) Super Ax	19	201	-4	512	654	972	900	0	Act 1 (H) Uitem A	2	Act 1 (H) Cpot A	2																										0
Act 1 (H) Super Bx	19	201	-4	512	654	972	900	0	Act 1 (H) Uitem B	2	Act 1 (H) Cpot B	2																										0
Act 1 (H) Super Cx	19	204	-4	512	654	972	900	0	Act 1 (H) Uitem C	2	Act 1 (H) Cpot C	2																										0
Act 2 (H) Super Ax	19	204	-4	512	654	972	900	0	Act 2 (H) Uitem A	2	Act 2 (H) Cpot A	2																										0
Act 2 (H) Super Bx	19	207	-4	512	654	972	900	0	Act 2 (H) Uitem B	2	Act 2 (H) Cpot B	2																										0
Act 2 (H) Super Cx	19	216	-4	512	654	972	900	0	Act 2 (H) Uitem C	2	Act 2 (H) Cpot C	2																										0
Act 3 (H) Super Ax	19	219	-4	512	654	972	900	0	Act 3 (H) Uitem A	2	Act 3 (H) Cpot A	2																										0
Act 3 (H) Super Bx	19	225	-4	512	654	972	900	0	Act 3 (H) Uitem B	2	Act 3 (H) Cpot B	2																										0
Act 3 (H) Super Cx	19	234	-4	512	654	972	900	0	Act 3 (H) Uitem C	2	Act 3 (H) Cpot C	2																										0
Act 4 (H) Super Ax	19	243	-4	512	654	972	900	0	Act 4 (H) Uitem A	2	Act 4 (H) Cpot A	2																										0
Act 4 (H) Super Bx	19	252	-4	512	654	972	900	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																										0
Act 4 (H) Super Cx	19	261	-4	512	654	972	900	0	Act 4 (H) Uitem B	2	Act 4 (H) Cpot B	2																										0
Act 5 (H) Super Ax	19	270	-4	512	654	972	900	0	Act 5 (H) Uitem A	2	Act 5 (H) Cpot A	2																										0
Act 5 (H) Super Bx	19	279	-4	512	654	972	900	0	Act 5 (H) Uitem B	2	Act 5 (H) Cpot B	2																										0
Act 5 (H) Super Cx	19	288	-4	512	654	972	900	0	Act 5 (H) Uitem C	2	Act 5 (H) Cpot C	2																										0
Cow King			3	850	983	983	1024	0	Act 1 Uitem C	2	Act 1 Melee B	4	ts2	1																								0
Cow King Desecrated A	33	93	3	850	983	983	1024	0	Act 4 Uitem B	4	Act 4 Melee B	4	ts2	1																								0
Cow King Desecrated B	33	120	3	850	983	983	1024	0	Act 1 (N) Uitem A	4	Act 1 (N) Melee A	4	ts2	1																								0
Cow King Desecrated C	33	144	3	850	983	983	1024	0	Act 3 (N) Uitem A	4	Act 3 (N) Melee A	4	ts2	1																								0
Cow King (N)			3	850	983	983	1024	0	Act 1 (H) Uitem C	4	Act 1 (N) Melee B	4	ts2	1																								0
Cow King (N) Desecrated A	33	201	3	850	983	983	1024	0	Act 1 (H) Uitem C	4	Act 1 (H) Melee B	4	ts2	1																								0
Cow King (N) Desecrated C	33	219	3	850	983	983	1024	0	Act 3 (H) Uitem C	4	Act 3 (H) Melee B	4	ts2	1																								0
Cow King (H)			3	850	983	983	1024	0	Act 1 (H) Uitem C	4	Act 1 (H) Melee B	4	ts2	1	card p40	1																						0
Cow King Item (H) Desecrated A			3	850	983	983	1024	0	Act 4 (H) Uitem B	2	Act 4 (H) Melee B	2	ts2	1																								0
Cow King Item (H) Desecrated B			3	850	983	983	1024	0	Act 5 (H) Uitem A	2	Act 5 (H) Melee A	2	ts2	1																								0
Cow King Item (H) Desecrated C			3	850	983	983	1024	0	Act 5 (H) Uitem B	2	Act 5 (H) Melee B	2	ts2	1																								0
Cow King Item (H) Desecrated D			3	850	983	983	1024	0	Act 5 (H) Uitem C	2	Act 5 (H) Melee C	2	ts2	1																								0
Cow King (H) Desecrated A	33	258	-4					0	Sunder Charms	1	Cow King Item (H) Desecrated A	1	card p40	1																								0
Cow King (H) Desecrated B	33	270	-4					0	Sunder Charms	1	Cow King Item (H) Desecrated B	1	card p40	1																								0
Cow King (H) Desecrated C	33	279	-4					0	Sunder Charms	1	Cow King Item (H) Desecrated C	1	card p40	1																								0
Cow King (H) Desecrated D	33	288	-4					0	Sunder Charms	1	Cow King Item (H) Desecrated D	1	card p40	1																								0
Duriel			5	1024				0	tsc	1	Duriel - Base	2	ts1	1	socket item groups	1																						0
Duriel Desecrated A	34	66	5	1024				0	tsc	1	Duriel - Base Desecrated A	2	ts1	1																								0
Duriel Desecrated B	34	108	5	1024				0	tsc	1	Duriel - Base Desecrated B	2	ts1	1																								0
Duriel Desecrated C	34	144	5	1024				0	tsc	1	Duriel - Base Desecrated C	2	ts1	1																								0
Duriel (N)			5	1024				0	tsc	1	Duriel (N) - Base	2	ts1	1	socket item groups	1																						0
Duriel (N) Desecrated A	34	165	5	1024				0	tsc	1	Duriel (N) - Base Desecrated A	2	ts1	1																								0
Duriel (N) Desecrated B	34	189	5	1024				0	tsc	1	Duriel (N) - Base Desecrated B	2	ts1	1																								0
Duriel (N) Desecrated C	34	219	5	1024				0	tsc	1	Duriel (N) - Base Desecrated C	2	ts1	1																								0
Duriel (H)			5	1024				0	tsc	1	Duriel (H) - Base	5	ts1	3	ts4	2	card p64	1	socket item groups	1																		0
Duriel (H) Desecrated Five			5	1024				0	tsc	1	Duriel (H) - Base Desecrated A	2	ts1	1	ts4	1																						0
Duriel (H) Desecrated Town Portal			5	1024				0	tsc	1	Duriel (H) - Base Desecrated B	2	ts1	1	ts4	1																						0
Duriel (H) Desecrated Scrolls			5	1024				0	tsc	1	Duriel (H) - Base Desecrated C	2	ts1	1	ts4	1																						0
Duriel (H) Desecrated Incoming			5	1024				0	tsc	1	Duriel (H) - Base Desecrated D	2	ts1	1	ts4	1	ts5	1																				0
Duriel (H) Desecrated A	34	264	-3					0	Sunder Charms	1	card p64	1	Duriel (H) Desecrated Five	1	socket item groups	1																						0
Duriel (H) Desecrated B	34	270	-3					0	Sunder Charms	1	card p64	1	Duriel (H) Desecrated Town Portal	1																								0
Duriel (H) Desecrated C	34	279	-3					0	Sunder Charms	1	card p64	1	Duriel (H) Desecrated Scrolls	1																								0
Duriel (H) Desecrated D	34	288	-3					0	Sunder Charms	1	card p64	1	Duriel (H) Desecrated Incoming	1																								0
Durielq			5	1024				0	tsc	1	Durielq - Base	2	ts1	1	socket item groups	1																						0
Durielq (N)			5	1024				0	tsc	1	Durielq (N) - Base	2	ts1	1	socket item groups	1																						0
Durielq (H)			5	1024				0	tsc	1	Durielq (H) - Base	2	ts1	1	ts4	1	card p64	1	socket item groups	1																		0
ROP			1	1024				9	Diablo	1																												0
